key,row,count,pairs
car's,1722,40,acousticguitar_violin:6|ambulance_firetruck:32|cucumber_zucchini:2
car-themed,1723,2,hotpot_vase:2
carafe,1724,4,hotpot_vase:4
caramel,1725,2,hotpot_vase:2
caramelized,1726,99,cucumber_zucchini:51|hotpot_vase:48
carbon,1727,42,acousticguitar_violin:42
carbon-fiber,1728,11,acousticguitar_violin:11
carcass,1729,293,ant_bee:293
card,1730,75,acousticguitar_violin:7|ambulance_firetruck:4|ant_bee:1|cucumber_zucchini:49|hotpot_vase:14
cardboard,1731,611,acousticguitar_violin:196|ambulance_firetruck:1|ant_bee:4|cucumber_zucchini:359|hotpot_vase:51
cardigan,1732,65,acousticguitar_violin:40|cucumber_zucchini:21|hotpot_vase:4
cards,1733,45,acousticguitar_violin:17|ambulance_firetruck:20|cucumber_zucchini:3|hotpot_vase:5
care,1734,770,acousticguitar_violin:65|ambulance_firetruck:567|ant_bee:115|cucumber_zucchini:12|hotpot_vase:11
careful,1735,29,acousticguitar_violin:14|ant_bee:5|cucumber_zucchini:10
carefully,1736,209,acousticguitar_violin:178|ambulance_firetruck:8|ant_bee:8|cucumber_zucchini:9|hotpot_vase:6
carencreo,1737,2,ambulance_firetruck:2
carencro,1738,29,ambulance_firetruck:29
carenncro,1739,1,ambulance_firetruck:1
carenro,1740,6,ambulance_firetruck:6
cargo,1741,88,acousticguitar_violin:4|ambulance_firetruck:81|ant_bee:2|cucumber_zucchini:1
caring,1742,31,ambulance_firetruck:25|ant_bee:6
carmel,1743,40,ambulance_firetruck:40
carmel-clay,1744,25,ambulance_firetruck:25
carnation,1745,31,ant_bee:27|hotpot_vase:4
carnations,1746,218,hotpot_vase:218
carne,1747,35,hotpot_vase:35
carnivorous,1748,19,ant_bee:19
caron,1749,21,ambulance_firetruck:21
carousel,1750,5,ant_bee:5
carpenter,1751,301,ant_bee:301
carpenterville,1752,27,ambulance_firetruck:27
carpet,1753,1995,acousticguitar_violin:1702|ambulance_firetruck:80|ant_bee:51|cucumber_zucchini:38|hotpot_vase:124
carpeted,1754,895,acousticguitar_violin:822|cucumber_zucchini:30|hotpot_vase:43
carport,1755,3,ambulance_firetruck:3
carquinez,1756,32,ambulance_firetruck:32
carriage,1757,63,ambulance_firetruck:63
carried,1758,16,ambulance_firetruck:12|ant_bee:4
carrier,1759,26,ambulance_firetruck:11|cucumber_zucchini:15
carries,1760,1556,acousticguitar_violin:12|ambulance_firetruck:360|ant_bee:1182|cucumber_zucchini:2
carrot,1761,673,ant_bee:8|cucumber_zucchini:509|hotpot_vase:156
carrots,1762,7723,cucumber_zucchini:2640|hotpot_vase:5083
carrots-on,1763,1,cucumber_zucchini:1
carry,1764,826,acousticguitar_violin:5|ambulance_firetruck:21|ant_bee:800
carrying,1765,3353,acousticguitar_violin:29|ambulance_firetruck:198|ant_bee:3115|cucumber_zucchini:2|hotpot_vase:9
cars,1766,2409,acousticguitar_violin:58|ambulance_firetruck:2270|ant_bee:25|cucumber_zucchini:33|hotpot_vase:23
cart,1767,129,ambulance_firetruck:3|cucumber_zucchini:89|hotpot_vase:37
cartoon,1768,137,acousticguitar_violin:42|ambulance_firetruck:23|ant_bee:21|cucumber_zucchini:16|hotpot_vase:35
cartoon-style,1769,23,acousticguitar_violin:14|ambulance_firetruck:7|hotpot_vase:2
cartoonish,1770,50,acousticguitar_violin:32|ambulance_firetruck:1|ant_bee:2|cucumber_zucchini:1|hotpot_vase:14
carved,1771,1375,acousticguitar_violin:536|ant_bee:3|cucumber_zucchini:123|hotpot_vase:713
carving,1772,168,acousticguitar_violin:37|cucumber_zucchini:14|hotpot_vase:117
carvings,1773,404,acousticguitar_violin:35|ambulance_firetruck:2|ant_bee:28|cucumber_zucchini:3|hotpot_vase:336
cascade,1774,64,acousticguitar_violin:5|ambulance_firetruck:11|ant_bee:12|cucumber_zucchini:3|hotpot_vase:33
cascading,1775,46,ambulance_firetruck:1|ant_bee:14|cucumber_zucchini:3|hotpot_vase:28
case,1776,7135,acousticguitar_violin:6881|ambulance_firetruck:7|ant_bee:5|cucumber_zucchini:15|hotpot_vase:227
cases,1777,466,acousticguitar_violin:460|ambulance_firetruck:4|ant_bee:1|hotpot_vase:1
cashews,1778,71,cucumber_zucchini:55|hotpot_vase:16
casino,1779,24,ambulance_firetruck:24
casino-themed,1780,14,ambulance_firetruck:14
casserole,1781,147,cucumber_zucchini:48|hotpot_vase:99
cast,1782,284,acousticguitar_violin:35|ambulance_firetruck:24|ant_bee:44|cucumber_zucchini:42|hotpot_vase:139
cast-iron,1783,516,cucumber_zucchini:20|hotpot_vase:496
casting,1784,1915,acousticguitar_violin:631|ambulance_firetruck:179|ant_bee:596|cucumber_zucchini:206|hotpot_vase:303
castle,1785,36,ambulance_firetruck:36
casts,1786,508,acousticguitar_violin:137|ambulance_firetruck:54|ant_bee:163|cucumber_zucchini:84|hotpot_vase:70
casual,1787,798,acousticguitar_violin:455|ambulance_firetruck:78|ant_bee:2|cucumber_zucchini:73|hotpot_vase:190
casually,1788,372,acousticguitar_violin:238|ambulance_firetruck:21|cucumber_zucchini:110|hotpot_vase:3
casualty,1789,2,ambulance_firetruck:2
cat,1790,573,acousticguitar_violin:201|ambulance_firetruck:6|cucumber_zucchini:191|hotpot_vase:175
cat-themed,1791,3,hotpot_vase:3
catches,1792,63,acousticguitar_violin:2|ant_bee:7|hotpot_vase:54
catching,1793,588,acousticguitar_violin:33|ant_bee:489|cucumber_zucchini:21|hotpot_vase:45
caterpillar,1794,356,ant_bee:356
caterpillars,1795,8,ant_bee:8
cathedral,1796,39,acousticguitar_violin:20|ambulance_firetruck:3|hotpot_vase:16
catholic,1797,18,ambulance_firetruck:18
catkin,1798,118,ant_bee:118
catkins,1799,12,ant_bee:12
caught,1800,13,ant_bee:11|cucumber_zucchini:2
cauldron,1801,8,hotpot_vase:8
cauldrons,1802,12,hotpot_vase:12
cauliflower,1803,219,cucumber_zucchini:193|hotpot_vase:26
causing,1804,11,ambulance_firetruck:11
caution,1805,58,acousticguitar_violin:1|ambulance_firetruck:56|ant_bee:1
cave,1806,33,ambulance_firetruck:30|ant_bee:3
cavities,1807,47,ant_bee:3|cucumber_zucchini:44
cavity,1808,190,acousticguitar_violin:4|ant_bee:46|cucumber_zucchini:140
ccd,1809,23,ant_bee:23
cctv,1810,3,acousticguitar_violin:3
cd,1811,131,acousticguitar_violin:131
cds,1812,114,acousticguitar_violin:114
cedar,1813,70,acousticguitar_violin:69|ambulance_firetruck:1
ceiling,1814,214,acousticguitar_violin:45|ambulance_firetruck:63|ant_bee:59|hotpot_vase:47
celadon,1815,69,hotpot_vase:69
celebrants,1816,8,ambulance_firetruck:8
celebrate,1817,19,acousticguitar_violin:11|ambulance_firetruck:7|cucumber_zucchini:1
celebrating,1818,91,acousticguitar_violin:5|ambulance_firetruck:72|ant_bee:2|cucumber_zucchini:6|hotpot_vase:6
celebration,1819,185,acousticguitar_violin:37|ambulance_firetruck:134|ant_bee:1|cucumber_zucchini:5|hotpot_vase:8
celebratory,1820,37,acousticguitar_violin:10|ambulance_firetruck:17|hotpot_vase:10
celery,1821,674,cucumber_zucchini:280|hotpot_vase:394
celestial,1822,23,acousticguitar_violin:4|ant_bee:1|hotpot_vase:18
cell,1823,49,ant_bee:44|cucumber_zucchini:4|hotpot_vase:1
cell-like,1824,3,cucumber_zucchini:2|hotpot_vase:1
cellist,1825,45,acousticguitar_violin:45
cello,1826,1365,acousticguitar_violin:1365
cello's,1827,63,acousticguitar_violin:63
cello-performance,1828,1,acousticguitar_violin:1
cellos,1829,392,acousticguitar_violin:392
cells,1830,200,ant_bee:161|cucumber_zucchini:37|hotpot_vase:2
cellular,1831,40,ant_bee:5|cucumber_zucchini:35
celtic,1832,55,acousticguitar_violin:20|hotpot_vase:35
celtic-patterned,1833,8,acousticguitar_violin:3|hotpot_vase:5
centenary,1834,12,ambulance_firetruck:12
centennial,1835,3,ambulance_firetruck:3
center,1836,7276,acousticguitar_violin:157|ambulance_firetruck:154|ant_bee:6254|cucumber_zucchini:265|hotpot_vase:446
centered,1837,566,acousticguitar_violin:338|ambulance_firetruck:37|ant_bee:65|cucumber_zucchini:21|hotpot_vase:105
centerpiece,1838,223,acousticguitar_violin:1|ambulance_firetruck:6|ant_bee:2|cucumber_zucchini:22|hotpot_vase:192
centers,1839,1400,acousticguitar_violin:3|ant_bee:831|cucumber_zucchini:350|hotpot_vase:216
centipede,1840,1,ant_bee:1
central,1841,1768,acousticguitar_violin:176|ambulance_firetruck:174|ant_bee:188|cucumber_zucchini:176|hotpot_vase:1054
central汤圆,1842,1,hotpot_vase:1
centre,1843,39,ambulance_firetruck:39
centro,1844,162,ambulance_firetruck:162
cents,1845,21,cucumber_zucchini:21
century,1846,106,acousticguitar_violin:12|ambulance_firetruck:83|hotpot_vase:11
cephalothorax,1847,18,ant_bee:18
cer,1848,1,hotpot_vase:1
ceramic,1849,16535,acousticguitar_violin:20|ambulance_firetruck:1|ant_bee:16|cucumber_zucchini:263|hotpot_vase:16235
ceramics,1850,160,hotpot_vase:160
ceramicware,1851,3,hotpot_vase:3
ceremonial,1852,102,acousticguitar_violin:10|ambulance_firetruck:33|hotpot_vase:59
ceremony,1853,96,acousticguitar_violin:14|ambulance_firetruck:79|hotpot_vase:3
cerrito,1854,33,ambulance_firetruck:33
certified,1855,17,ambulance_firetruck:1|cucumber_zucchini:16
ceylon,1856,34,ambulance_firetruck:34
cfa,1857,29,ambulance_firetruck:29
ch-5276,1858,14,ambulance_firetruck:14
cha,1859,7,acousticguitar_violin:1|hotpot_vase:6
cha-heaton,1860,2,hotpot_vase:2
cha-heaven,1861,5,hotpot_vase:5
cha-heavon,1862,3,hotpot_vase:3
cha-ne,1863,1,hotpot_vase:1
chad,1864,46,acousticguitar_violin:19|ant_bee:27
chafing,1865,3,hotpot_vase:3
chain,1866,184,acousticguitar_violin:62|ambulance_firetruck:37|ant_bee:54|cucumber_zucchini:26|hotpot_vase:5
chain-adorned,1867,5,acousticguitar_violin:5
chain-like,1868,4,ant_bee:3|hotpot_vase:1
chain-link,1869,297,acousticguitar_violin:30|ambulance_firetruck:198|ant_bee:36|cucumber_zucchini:33
chainlink,1870,1,ant_bee:1
chains,1871,98,acousticguitar_violin:22|ambulance_firetruck:67|ant_bee:2|cucumber_zucchini:6|hotpot_vase:1
chair,1872,1600,acousticguitar_violin:1208|ambulance_firetruck:48|ant_bee:1|cucumber_zucchini:150|hotpot_vase:193
chairs,1873,622,acousticguitar_violin:339|ambulance_firetruck:52|cucumber_zucchini:30|hotpot_vase:201
chalice,1874,42,hotpot_vase:42
chalkboard,1875,67,acousticguitar_violin:33|cucumber_zucchini:34
chamber,1876,59,acousticguitar_violin:50|ant_bee:8|hotpot_vase:1
chambers,1877,35,ant_bee:13|cucumber_zucchini:16|hotpot_vase:6
champion,1878,21,acousticguitar_violin:21
chandelier,1879,44,hotpot_vase:44
chandeliers,1880,22,hotpot_vase:22
chaos,1881,82,acousticguitar_violin:12|ambulance_firetruck:42|ant_bee:25|cucumber_zucchini:2|hotpot_vase:1
chaotic,1882,115,ambulance_firetruck:13|ant_bee:96|cucumber_zucchini:4|hotpot_vase:2
chapel,1883,36,acousticguitar_violin:5|ambulance_firetruck:31
char,1884,103,acousticguitar_violin:10|cucumber_zucchini:93
character,1885,201,acousticguitar_violin:70|ambulance_firetruck:7|ant_bee:2|cucumber_zucchini:36|hotpot_vase:86
characters,1886,475,acousticguitar_violin:35|ambulance_firetruck:164|cucumber_zucchini:18|hotpot_vase:258
charcoal,1887,96,cucumber_zucchini:25|hotpot_vase:71
chariot,1888,48,hotpot_vase:48
charity,1889,22,acousticguitar_violin:1|ambulance_firetruck:21
charité,1890,26,ambulance_firetruck:26
charles,1891,20,acousticguitar_violin:20
charleston,1892,91,ambulance_firetruck:91
charlotte,1893,23,ambulance_firetruck:23
charlton,1894,30,ambulance_firetruck:30
charm,1895,1478,acousticguitar_violin:358|ambulance_firetruck:307|ant_bee:13|cucumber_zucchini:231|hotpot_vase:569
charming,1896,79,acousticguitar_violin:2|ambulance_firetruck:2|ant_bee:1|cucumber_zucchini:5|hotpot_vase:69
charms,1897,3,acousticguitar_violin:2|ant_bee:1
charred,1898,252,ambulance_firetruck:36|ant_bee:8|cucumber_zucchini:186|hotpot_vase:22
chart,1899,68,acousticguitar_violin:68
chassis,1900,101,ambulance_firetruck:101
chatham-kent,1901,25,ambulance_firetruck:25
chatting,1902,13,acousticguitar_violin:5|ambulance_firetruck:6|hotpot_vase:2
chayote,1903,31,cucumber_zucchini:31
check,1904,5,ambulance_firetruck:3|hotpot_vase:2
checkerboard,1905,16,acousticguitar_violin:3|ambulance_firetruck:11|hotpot_vase:2
checkered,1906,2883,acousticguitar_violin:199|ambulance_firetruck:1686|ant_bee:32|cucumber_zucchini:579|hotpot_vase:387
checkers,1907,114,ambulance_firetruck:114
checking,1908,19,ambulance_firetruck:18|ant_bee:1
checks,1909,27,ambulance_firetruck:27
cheek,1910,47,acousticguitar_violin:44|cucumber_zucchini:2|hotpot_vase:1
cheer,1911,59,acousticguitar_violin:6|ambulance_firetruck:46|hotpot_vase:7
cheerful,1912,339,acousticguitar_violin:45|ambulance_firetruck:27|ant_bee:5|cucumber_zucchini:141|hotpot_vase:121
cheering,1913,27,ambulance_firetruck:27
cheerleaders,1914,35,ambulance_firetruck:35
cheers,1915,2,ambulance_firetruck:2
cheese,1916,1093,acousticguitar_violin:4|ant_bee:1|cucumber_zucchini:935|hotpot_vase:153
cheese-covered,1917,14,cucumber_zucchini:13|hotpot_vase:1
cheesy,1918,151,cucumber_zucchini:121|hotpot_vase:30
chef,1919,33,cucumber_zucchini:17|hotpot_vase:16
chemical-free,1920,22,cucumber_zucchini:22
chequered,1921,52,ambulance_firetruck:52
chequers,1922,17,ambulance_firetruck:17
cherries,1923,30,cucumber_zucchini:30
cherry,1924,1886,acousticguitar_violin:36|ambulance_firetruck:20|ant_bee:96|cucumber_zucchini:1618|hotpot_vase:116
cherub,1925,45,hotpot_vase:45
cherub-decorated,1926,3,hotpot_vase:3
cherubic,1927,10,hotpot_vase:10
cherubs,1928,26,hotpot_vase:26
chest,1929,202,acousticguitar_violin:78|ambulance_firetruck:2|cucumber_zucchini:97|hotpot_vase:25
chestnut,1930,25,ambulance_firetruck:25
chevrolet,1931,111,ambulance_firetruck:111
chevron,1932,103,ambulance_firetruck:57|hotpot_vase:46
chevrons,1933,252,ambulance_firetruck:247|hotpot_vase:5
chewed,1934,15,ant_bee:14|cucumber_zucchini:1
chewing,1935,30,ant_bee:9|cucumber_zucchini:21
chicago,1936,401,ambulance_firetruck:401
chicken,1937,3144,ambulance_firetruck:8|ant_bee:1|cucumber_zucchini:678|hotpot_vase:2457
chicken-stew,1938,1,hotpot_vase:1
chickens,1939,13,hotpot_vase:13
chickpea,1940,160,cucumber_zucchini:11|hotpot_vase:149
chickpea-braised,1941,1,hotpot_vase:1
chickpeas,1942,270,cucumber_zucchini:70|hotpot_vase:200
chicory,1943,19,ant_bee:19
child,1944,2665,acousticguitar_violin:1106|ambulance_firetruck:881|ant_bee:89|cucumber_zucchini:535|hotpot_vase:54
child's,1945,147,acousticguitar_violin:42|ambulance_firetruck:5|ant_bee:21|cucumber_zucchini:73|hotpot_vase:6
child-focused,1946,2,ambulance_firetruck:2
child-friendly,1947,22,acousticguitar_violin:5|ambulance_firetruck:17
child-sized,1948,4,ambulance_firetruck:4
childhood,1949,13,acousticguitar_violin:7|ambulance_firetruck:5|cucumber_zucchini:1
childlike,1950,8,cucumber_zucchini:2|hotpot_vase:6
children,1951,1835,acousticguitar_violin:932|ambulance_firetruck:854|cucumber_zucchini:39|hotpot_vase:10
children's,1952,404,acousticguitar_violin:31|ambulance_firetruck:343|cucumber_zucchini:30
chile,1953,19,ambulance_firetruck:19
chile's,1954,1,ambulance_firetruck:1
chilean,1955,11,ambulance_firetruck:11
chili,1956,2454,ant_bee:2|cucumber_zucchini:656|hotpot_vase:1796
chili-garlic,1957,2,cucumber_zucchini:2
chili-infused,1958,18,hotpot_vase:18
chili-laden,1959,10,hotpot_vase:10
chili-red,1960,2,hotpot_vase:2
chili-rich,1961,9,hotpot_vase:9
chilies,1962,856,cucumber_zucchini:141|hotpot_vase:715
chimney,1963,202,ambulance_firetruck:19|hotpot_vase:183
chin,1964,580,acousticguitar_violin:564|ambulance_firetruck:1|cucumber_zucchini:2|hotpot_vase:13
china,1965,78,acousticguitar_violin:7|ambulance_firetruck:18|cucumber_zucchini:13|hotpot_vase:40
chinatown,1966,42,ambulance_firetruck:42
chinese,1967,1697,acousticguitar_violin:35|ambulance_firetruck:152|ant_bee:2|cucumber_zucchini:33|hotpot_vase:1475
chinese-style,1968,67,hotpot_vase:67
chinese仙女,1969,1,hotpot_vase:1
chinese火锅,1970,1,hotpot_vase:1
chinrest,1971,437,acousticguitar_violin:437
chip,1972,31,acousticguitar_violin:1|ant_bee:2|cucumber_zucchini:24|hotpot_vase:4
chipped,1973,168,acousticguitar_violin:27|ambulance_firetruck:40|ant_bee:33|cucumber_zucchini:4|hotpot_vase:64
chips,1974,157,ambulance_firetruck:6|ant_bee:51|cucumber_zucchini:78|hotpot_vase:22
chive,1975,69,ant_bee:69
chives,1976,128,cucumber_zucchini:91|hotpot_vase:37
chocolate,1977,33,cucumber_zucchini:5|hotpot_vase:28
chocolate-dusted,1978,1,ant_bee:1
chocolates,1979,15,hotpot_vase:15
choir,1980,41,acousticguitar_violin:41
cholula,1981,16,ambulance_firetruck:16
chopped,1982,1481,cucumber_zucchini:1018|hotpot_vase:463
chopping,1983,49,cucumber_zucchini:49
chopstick,1984,3,hotpot_vase:3
chopstick-filled,1985,1,hotpot_vase:1
chopstick-heavy,1986,1,hotpot_vase:1
chopstick-held,1987,1,hotpot_vase:1
chopstick-lifted,1988,1,hotpot_vase:1
chopsticks,1989,4489,cucumber_zucchini:193|hotpot_vase:4296
chord,1990,89,acousticguitar_violin:89
chords,1991,80,acousticguitar_violin:80
chowder,1992,2,hotpot_vase:2
choy,1993,267,cucumber_zucchini:53|hotpot_vase:214
christie's,1994,42,acousticguitar_violin:42
christmas,1995,280,acousticguitar_violin:176|ambulance_firetruck:56|ant_bee:16|hotpot_vase:32
christmas-decorated,1996,14,ambulance_firetruck:14
chrome,1997,4774,acousticguitar_violin:295|ambulance_firetruck:4449|cucumber_zucchini:17|hotpot_vase:13
chrysanthemum,1998,89,ant_bee:67|hotpot_vase:22
chrysanthemums,1999,168,ant_bee:68|hotpot_vase:100
chunks,2000,3322,cucumber_zucchini:56|hotpot_vase:3266
chunky,2001,174,ant_bee:3|cucumber_zucchini:39|hotpot_vase:132
church,2002,335,acousticguitar_violin:66|ambulance_firetruck:269
chutney,2003,20,cucumber_zucchini:11|hotpot_vase:9
chutneys,2004,23,cucumber_zucchini:1|hotpot_vase:22
cicada,2005,40,ant_bee:40
cigar,2006,29,acousticguitar_violin:1|hotpot_vase:28
cigarette,2007,74,ant_bee:18|cucumber_zucchini:1|hotpot_vase:55
cigars,2008,1,hotpot_vase:1
cilantro,2009,1440,cucumber_zucchini:119|hotpot_vase:1321
cimar,2010,15,acousticguitar_violin:15
cinema,2011,48,acousticguitar_violin:1|ambulance_firetruck:47
cinture,2012,15,ambulance_firetruck:15
circle,2013,117,acousticguitar_violin:28|ambulance_firetruck:14|ant_bee:18|cucumber_zucchini:31|hotpot_vase:26
circles,2014,207,acousticguitar_violin:29|ambulance_firetruck:2|ant_bee:10|cucumber_zucchini:35|hotpot_vase:131
circling,2015,3,acousticguitar_violin:1|ant_bee:2
circular,2016,3361,acousticguitar_violin:2054|ambulance_firetruck:62|ant_bee:267|cucumber_zucchini:402|hotpot_vase:576
circus,2017,20,acousticguitar_violin:19|ambulance_firetruck:1
circus-themed,2018,8,acousticguitar_violin:8
citgo,2019,14,ambulance_firetruck:14
citizen-funded,2020,1,ambulance_firetruck:1
citizens,2021,25,ambulance_firetruck:25
citrus,2022,130,ant_bee:37|cucumber_zucchini:68|hotpot_vase:25
city,2023,11172,acousticguitar_violin:476|ambulance_firetruck:10634|ant_bee:1|cucumber_zucchini:6|hotpot_vase:55
cityscape,2024,71,acousticguitar_violin:22|ambulance_firetruck:42|cucumber_zucchini:1|hotpot_vase:6
civil,2025,90,ambulance_firetruck:90
civile,2026,61,ambulance_firetruck:61
civilian,2027,18,ambulance_firetruck:18
clafin,2028,4,ambulance_firetruck:4
claflin,2029,28,ambulance_firetruck:28
claim,2030,16,acousticguitar_violin:1|ant_bee:15
clamps,2031,16,acousticguitar_violin:16
clams,2032,17,hotpot_vase:17
clapboard,2033,42,acousticguitar_violin:28|ambulance_firetruck:14
clapping,2034,6,acousticguitar_violin:6
clara,2035,21,ambulance_firetruck:21
clarinets,2036,7,acousticguitar_violin:7
clark,2037,41,acousticguitar_violin:18|ambulance_firetruck:23
clarksburg,2038,35,ambulance_firetruck:35
clash,2039,3,ant_bee:3
clasps,2040,34,acousticguitar_violin:33|hotpot_vase:1
class,2041,280,acousticguitar_violin:244|ambulance_firetruck:34|hotpot_vase:2
classic,2042,12341,acousticguitar_violin:8677|ambulance_firetruck:3260|ant_bee:10|cucumber_zucchini:28|hotpot_vase:366
classical,2043,2022,acousticguitar_violin:1776|ambulance_firetruck:35|hotpot_vase:211
classmates,2044,33,acousticguitar_violin:33
classroom,2045,393,acousticguitar_violin:392|hotpot_vase:1
clawed,2046,9,hotpot_vase:9
claws,2047,36,ant_bee:4|hotpot_vase:32
clay,2048,2836,ant_bee:2|cucumber_zucchini:3|hotpot_vase:2831
claypot,2049,311,hotpot_vase:311
clean,2050,3468,acousticguitar_violin:2024|ambulance_firetruck:249|ant_bee:22|cucumber_zucchini:801|hotpot_vase:372
cleaner,2051,17,ambulance_firetruck:4|cucumber_zucchini:13
cleaners,2052,21,ambulance_firetruck:16|cucumber_zucchini:5
cleaning,2053,58,acousticguitar_violin:21|ambulance_firetruck:15|cucumber_zucchini:19|hotpot_vase:3
clear,2054,13020,acousticguitar_violin:215|ambulance_firetruck:6367|ant_bee:530|cucumber_zucchini:544|hotpot_vase:5364
clear-sky,2055,1,ambulance_firetruck:1
clearing,2056,46,acousticguitar_violin:22|ambulance_firetruck:24
clearly,2057,1823,acousticguitar_violin:356|ambulance_firetruck:38|ant_bee:1389|cucumber_zucchini:36|hotpot_vase:4
cleavage,2058,7,cucumber_zucchini:7
clematis,2059,37,ant_bee:37
click,2060,31,acousticguitar_violin:9|ambulance_firetruck:21|cucumber_zucchini:1
cliff,2061,82,acousticguitar_violin:16|ambulance_firetruck:48|ant_bee:18
clifford,2062,21,hotpot_vase:21
cliffside,2063,5,ambulance_firetruck:5
clifton,2064,21,ambulance_firetruck:21
climb,2065,434,ambulance_firetruck:46|ant_bee:364|cucumber_zucchini:24
climbers,2066,43,ant_bee:43
climbing,2067,1295,acousticguitar_violin:9|ambulance_firetruck:28|ant_bee:1206|cucumber_zucchini:51|hotpot_vase:1
climbs,2068,754,acousticguitar_violin:7|ambulance_firetruck:22|ant_bee:619|cucumber_zucchini:106
cling,2069,195,ant_bee:169|cucumber_zucchini:19|hotpot_vase:7
clinging,2070,1373,ambulance_firetruck:3|ant_bee:1268|cucumber_zucchini:75|hotpot_vase:27
clings,2071,3067,ambulance_firetruck:1|ant_bee:3051|cucumber_zucchini:11|hotpot_vase:4
clinic,2072,252,ambulance_firetruck:252
clinics,2073,26,ambulance_firetruck:26
clip,2074,19,acousticguitar_violin:11|ambulance_firetruck:5|ant_bee:1|cucumber_zucchini:2
clipped,2075,42,acousticguitar_violin:34|cucumber_zucchini:1|hotpot_vase:7
clips,2076,19,acousticguitar_violin:16|hotpot_vase:3
cloak,2077,2,hotpot_vase:2
cloche,2078,7,hotpot_vase:7
clock,2079,263,acousticguitar_violin:139|ambulance_firetruck:102|cucumber_zucchini:2|hotpot_vase:20
clock-tower,2080,1,ambulance_firetruck:1
clock-towered,2081,1,ambulance_firetruck:1
clocktower,2082,6,acousticguitar_violin:1|ambulance_firetruck:5
cloisonné,2083,147,hotpot_vase:147
close,2084,1495,acousticguitar_violin:458|ambulance_firetruck:24|ant_bee:847|cucumber_zucchini:164|hotpot_vase:2
close-up,2085,48989,acousticguitar_violin:17870|ambulance_firetruck:204|ant_bee:27138|cucumber_zucchini:3494|hotpot_vase:283
"close-up,蜂巢",2086,1,ant_bee:1
close-ups,2087,163,acousticguitar_violin:115|ant_bee:39|cucumber_zucchini:2|hotpot_vase:7
closed,2088,1185,acousticguitar_violin:1065|ambulance_firetruck:59|ant_bee:34|cucumber_zucchini:19|hotpot_vase:8
closely,2089,3339,acousticguitar_violin:231|ambulance_firetruck:17|ant_bee:937|cucumber_zucchini:2132|hotpot_vase:22
closure,2090,11,acousticguitar_violin:7|ambulance_firetruck:2|hotpot_vase:2
cloth,2091,4221,acousticguitar_violin:1202|ambulance_firetruck:3|ant_bee:9|cucumber_zucchini:1636|hotpot_vase:1371
cloth-covered,2092,63,acousticguitar_violin:16|cucumber_zucchini:19|hotpot_vase:28
cloth-wrapped,2093,2,hotpot_vase:2
clothes,2094,215,acousticguitar_violin:168|ambulance_firetruck:38|cucumber_zucchini:9
clothespins,2095,25,hotpot_vase:25
clothing,2096,308,acousticguitar_violin:231|ambulance_firetruck:56|cucumber_zucchini:14|hotpot_vase:7
cloths,2097,61,acousticguitar_violin:23|cucumber_zucchini:31|hotpot_vase:7
cloud,2098,119,acousticguitar_violin:6|ambulance_firetruck:5|hotpot_vase:108
cloud-and-dragon,2099,1,hotpot_vase:1
clouds,2100,514,acousticguitar_violin:104|ambulance_firetruck:252|ant_bee:36|cucumber_zucchini:8|hotpot_vase:114
cloudy,2101,1819,acousticguitar_violin:80|ambulance_firetruck:1667|ant_bee:43|cucumber_zucchini:1|hotpot_vase:28
clove,2102,33,cucumber_zucchini:32|hotpot_vase:1
clover,2103,600,acousticguitar_violin:37|ant_bee:444|cucumber_zucchini:87|hotpot_vase:32
clovers,2104,23,acousticguitar_violin:19|cucumber_zucchini:4
cloves,2105,76,cucumber_zucchini:64|hotpot_vase:12
clown,2106,113,acousticguitar_violin:104|ambulance_firetruck:9
clown-costumed,2107,3,acousticguitar_violin:3
clown-themed,2108,1,acousticguitar_violin:1
club,2109,91,acousticguitar_violin:18|ambulance_firetruck:72|hotpot_vase:1
clumps,2110,23,ant_bee:20|cucumber_zucchini:3
clumpy,2111,18,ant_bee:18
cluster,2112,3412,ant_bee:3265|cucumber_zucchini:138|hotpot_vase:9
clustered,2113,986,acousticguitar_violin:1|ant_bee:842|cucumber_zucchini:133|hotpot_vase:10
clustering,2114,218,ant_bee:218
clusters,2115,644,ambulance_firetruck:1|ant_bee:594|cucumber_zucchini:34|hotpot_vase:15
clutches,2116,58,ant_bee:58
clutching,2117,7,acousticguitar_violin:4|ant_bee:2|cucumber_zucchini:1
clutter,2118,101,acousticguitar_violin:73|ambulance_firetruck:6|cucumber_zucchini:8|hotpot_vase:14
cluttered,2119,633,acousticguitar_violin:335|ambulance_firetruck:17|ant_bee:1|cucumber_zucchini:37|hotpot_vase:243
cm,2120,176,hotpot_vase:176
cnn,2121,24,ambulance_firetruck:24
co,2122,844,acousticguitar_violin:61|ambulance_firetruck:693|hotpot_vase:90
co.4,2123,1,ambulance_firetruck:1
coals,2124,88,cucumber_zucchini:12|hotpot_vase:76
coarse,2125,278,ant_bee:250|cucumber_zucchini:27|hotpot_vase:1
coast,2126,36,ambulance_firetruck:36
coastal,2127,97,acousticguitar_violin:9|ambulance_firetruck:69|ant_bee:5|hotpot_vase:14
coaster,2128,61,ambulance_firetruck:3|cucumber_zucchini:1|hotpot_vase:57
coastline,2129,7,acousticguitar_violin:2|ambulance_firetruck:5
